,CALIBRATION,TYPE,OLD PART NUMBER(S),NEW PART NUMBER(s),Year,Body,BC Description,BC Length,Engine Size
6764,2014 WK 3.6L AUTO EURO V STD COOL 130MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150790AC, 68172009AA, 68172009AB, 68172009AC, 68172009AD, 68172009AE, 68172009AF, 68172009AG, 68172009AH, 68172009AI, 68172009AJ, 68172009AK, 68172009AL, 68172009AM, 68172009AN, 68172009AO, 68172009AP",68172009AQ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6765,2014 WK 3.6L AUTO JAP HD COOL 130 MPH WK - GRAND CHEROKEE,PCM,"05150790AC, 68172010AA, 68172010AB, 68172010AC, 68172010AD, 68172010AE, 68172010AF, 68172010AG, 68172010AH, 68172010AI, 68172010AJ, 68172010AK, 68172010AL, 68172010AM, 68172010AN, 68172010AO, 68172010AP",68172010AQ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6766,2014 WK 3.6L FFV A5 EUROV HD COOL 130 MPH 4LR WK - GRAND CHEROKEE,PCM,"05150790AC, 68172011AA, 68172011AB, 68172011AC, 68172011AD, 68172011AE, 68172011AF, 68172011AG, 68172011AH, 68172011AI, 68172011AJ, 68172011AK, 68172011AL, 68172011AM, 68172011AN, 68172011AO, 68172011AP",68172011AQ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6768,2014 WK 3.6L FFV A5 EUROV HD COOL 130MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150790AC, 68172012AA, 68172012AB, 68172012AC, 68172012AD, 68172012AE, 68172012AF, 68172012AG, 68172012AH, 68172012AI, 68172012AJ, 68172012AK, 68172012AL, 68172012AM, 68172012AN, 68172012AO, 68172012AP",68172012AQ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6769,2014 WK 3.6L FFV AUTO BRAZIL STD COOL 130 MPH WK - GRAND CHEROKEE,PCM,"05150790AC, 68172013AA, 68172013AB, 68172013AC, 68172013AD, 68172013AE, 68172013AF, 68172013AG, 68172013AH, 68172013AI, 68172013AJ, 68172013AK, 68172013AL, 68172013AM, 68172013AN, 68172013AO, 68172013AP",68172013AQ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6770,2014 WK 3.6L FFV AUTO BRAZIL STD COOL 118 MPH WK - GRAND CHEROKEE,PCM,"05150790AC, 68172014AA, 68172014AB, 68172014AC, 68172014AD, 68172014AE, 68172014AF, 68172014AG, 68172014AH, 68172014AI, 68172014AJ, 68172014AK, 68172014AL",68172014AM,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6771,2014 WK 3.0L 8 SPD AUTO CHINA STD COOL WK - GRAND CHEROKEE,PCM,"05150790AC, 68172015AA, 68172015AB, 68172015AC, 68172015AD, 68172015AE, 68172015AF, 68172015AG, 68172015AH, 68172015AI, 68172015AJ, 68172015AK, 68172015AL",68172015AM,2014,WK,WK - GRAND CHEROKEE,2,3.0L
6772,2014 WK 3.6L AUTO EURO V STD COOL 118MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150790AC, 68172016AA, 68172016AB, 68172016AC, 68172016AD, 68172016AE, 68172016AF, 68172016AG, 68172016AH, 68172016AI, 68172016AJ, 68172016AK, 68172016AL, 68172016AM, 68172016AN, 68172016AO, 68172016AP",68172016AQ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6774,2014 WK 3.6L AUTO EURO V HD COOL 118MPH 4LR WK - GRAND CHEROKEE,PCM,"05150790AC, 68172017AA, 68172017AB, 68172017AC, 68172017AD, 68172017AE, 68172017AF, 68172017AG, 68172017AH, 68172017AI, 68172017AJ, 68172017AK, 68172017AL, 68172017AM, 68172017AN, 68172017AO, 68172017AP",68172017AQ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6775,2014 WK 3.6L AUTO EURO V HD COOL 118MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150790AC, 68172018AA, 68172018AB, 68172018AC, 68172018AD, 68172018AE, 68172018AF, 68172018AG, 68172018AH, 68172018AI, 68172018AJ, 68172018AK, 68172018AL, 68172018AM, 68172018AN, 68172018AO, 68172018AP",68172018AQ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6776,2014 WK 5.7L AUTO 50S HD COOL WK - GRAND CHEROKEE,PCM,"05150816AB, 68172019AA, 68172019AB, 68172019AC, 68172019AD, 68172019AE, 68172019AF, 68172019AG, 68172019AH, 68172019AI, 68172019AJ, 68172019AK, 68172019AL, 68172019AM, 68172019AN, 68172019AO",68172019AP,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6777,2014 WK 5.7L AUTO 50S STD COOL WK - GRAND CHEROKEE,PCM,"05150816AB, 68172020AA, 68172020AB, 68172020AC, 68172020AD, 68172020AE, 68172020AF, 68172020AG, 68172020AH, 68172020AI, 68172020AJ, 68172020AK, 68172020AL, 68172020AM, 68172020AN, 68172020AO",68172020AP,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6778,2014 WK 5.7L AUTO MEX HD COOL WK - GRAND CHEROKEE,PCM,"05150816AB, 68172021AA, 68172021AB, 68172021AC, 68172021AD, 68172021AE, 68172021AF, 68172021AG, 68172021AH, 68172021AI, 68172021AJ, 68172021AK, 68172021AL, 68172021AM, 68172021AN, 68172021AO",68172021AP,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6780,2014 WK 5.7L AUTO MEX STD COOL WK - GRAND CHEROKEE,PCM,"05150816AB, 68172022AA, 68172022AB, 68172022AC, 68172022AD, 68172022AE, 68172022AF, 68172022AG, 68172022AH, 68172022AI, 68172022AJ, 68172022AK, 68172022AL, 68172022AM, 68172022AN, 68172022AO",68172022AP,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6781,2014 WK 5.7L AUTO JAP HD COOL 130 MPH WK - GRAND CHEROKEE,PCM,"05150816AB, 68172023AA, 68172023AB, 68172023AC, 68172023AD, 68172023AE, 68172023AF, 68172023AG, 68172023AH, 68172023AI, 68172023AJ, 68172023AK, 68172023AL, 68172023AM, 68172023AN, 68172023AO",68172023AP,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6782,2014 WK 5.7L AUTO JAP STD COOL 130 MPH WK - GRAND CHEROKEE,PCM,"05150816AB, 68172024AA, 68172024AB, 68172024AC, 68172024AD, 68172024AE, 68172024AF, 68172024AG, 68172024AH, 68172024AI, 68172024AJ, 68172024AK, 68172024AL, 68172024AM, 68172024AN, 68172024AO",68172024AP,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6783,2014 WK 5.7L AUTO EURO HD COOL 130 MPH 4LR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172025AA, 68172025AB, 68172025AC, 68172025AD, 68172025AE, 68172025AF, 68172025AG, 68172025AH, 68172025AI, 68172025AJ, 68172025AK, 68172025AL, 68172025AM, 68172025AN, 68172025AO, 68172025AP",68172025AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6784,2014 WK 5.7L AUTO EURO STD COOL 130 MPH 4LR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172026AA, 68172026AB, 68172026AC, 68172026AD, 68172026AE, 68172026AF, 68172026AG, 68172026AH, 68172026AI, 68172026AJ, 68172026AK, 68172026AL, 68172026AM, 68172026AN, 68172026AO, 68172026AP",68172026AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6786,2014 WK 5.7L AUTO EURO HD COOL 130 MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172027AA, 68172027AB, 68172027AC, 68172027AD, 68172027AE, 68172027AF, 68172027AG, 68172027AH, 68172027AI, 68172027AJ, 68172027AK, 68172027AL, 68172027AM, 68172027AN, 68172027AO, 68172027AP",68172027AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6787,2014 WK 5.7L AUTO EURO STD COOL 130 MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172028AA, 68172028AB, 68172028AC, 68172028AD, 68172028AE, 68172028AF, 68172028AG, 68172028AH, 68172028AI, 68172028AJ, 68172028AK, 68172028AL, 68172028AM, 68172028AN, 68172028AO, 68172028AP",68172028AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6788,2014 WK 5.7L AUTO JAP HD COOL 140 MPH WK - GRAND CHEROKEE,PCM,"05150816AB, 68172029AA, 68172029AB, 68172029AC, 68172029AD, 68172029AE, 68172029AF, 68172029AG, 68172029AH, 68172029AI, 68172029AJ, 68172029AK, 68172029AL, 68172029AM, 68172029AN, 68172029AO",68172029AP,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6789,2014 WK 5.7L AUTO JAP STD COOL 140 MPH WK - GRAND CHEROKEE,PCM,"05150816AB, 68172030AA, 68172030AB, 68172030AC, 68172030AD, 68172030AE, 68172030AF, 68172030AG, 68172030AH, 68172030AI, 68172030AJ, 68172030AK, 68172030AL, 68172030AM, 68172030AN, 68172030AO",68172030AP,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6790,2014 WK 5.7L AUTO EURO HD COOL 140 MPH 4LR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172031AA, 68172031AB, 68172031AC, 68172031AD, 68172031AE, 68172031AF, 68172031AG, 68172031AH, 68172031AI, 68172031AJ, 68172031AK, 68172031AL, 68172031AM, 68172031AN, 68172031AO, 68172031AP",68172031AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6792,2014 WK 5.7L AUTO EURO STD COOL 140 MPH 4LR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172032AA, 68172032AB, 68172032AC, 68172032AD, 68172032AE, 68172032AF, 68172032AG, 68172032AH, 68172032AI, 68172032AJ, 68172032AK, 68172032AL, 68172032AM, 68172032AN, 68172032AO, 68172032AP",68172032AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6793,2014 WK 5.7L AUTO EURO HD COOL 140 MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172033AA, 68172033AB, 68172033AC, 68172033AD, 68172033AE, 68172033AF, 68172033AG, 68172033AH, 68172033AI, 68172033AJ, 68172033AK, 68172033AL, 68172033AM, 68172033AN, 68172033AO, 68172033AP",68172033AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6794,2014 WK 5.7L AUTO EURO STD COOL 140 MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172034AA, 68172034AC, 68172034AD, 68172034AE, 68172034AF, 68172034AG, 68172034AH, 68172034AI, 68172034AJ, 68172034AK, 68172034AL, 68172034AM, 68172034AN, 68172034AO, 68172034AP",68172034AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6795,2014 WD 3.6L 50S FFV STD COOL WD - DODGE SUV,PCM,"05150790AC, 68172035AA, 68172035AB, 68172035AC, 68172035AD, 68172035AE, 68172035AF, 68172035AG, 68172035AH, 68172035AI",68172035AJ,2014,WD,WD - DODGE SUV,2,3.6L
6796,2014 WD 3.6L 50S FFV HD COOL WD - DODGE SUV,PCM,"05150790AC, 68172037AA, 68172037AB, 68172037AC, 68172037AD, 68172037AE, 68172037AF, 68172037AG, 68172037AH, 68172037AI",68172037AJ,2014,WD,WD - DODGE SUV,2,3.6L
6797,2014 WK 3.6L AUTO RUSSIA STD COOL WK - GRAND CHEROKEE,PCM,"05150790AC, 68172039AA, 68172039AB, 68172039AC, 68172039AD, 68172039AE, 68172039AF, 68172039AG, 68172039AH, 68172039AI",68172039AJ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6799,2014 WK 3.6L AUTO RUSSIA HD COOL 118MPH 4LR WK - GRAND CHEROKEE,PCM,"05150790AC, 68172040AA, 68172040AB, 68172040AC, 68172040AD, 68172040AE, 68172040AF, 68172040AG, 68172040AH, 68172040AI",68172040AJ,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6800,2014 WD 3.6L MEX FFV STD COOL WD - DODGE SUV,PCM,"05150790AC, 68172041AA, 68172041AB, 68172041AC, 68172041AD, 68172041AE, 68172041AF, 68172041AG, 68172041AH, 68172041AI",68172041AJ,2014,WD,WD - DODGE SUV,2,3.6L
6801,2014 WD 3.6L MEX FFV HD COOL WD - DODGE SUV,PCM,"05150790AC, 68172042AA, 68172042AB, 68172042AC, 68172042AD, 68172042AE, 68172042AF, 68172042AG, 68172042AH, 68172042AI",68172042AJ,2014,WD,WD - DODGE SUV,2,3.6L
6802,2014 WD 3.6L EURO 6 FFV STD COOL WD - DODGE SUV,PCM,"05150790AC, 68172043AA, 68172043AB, 68172043AC, 68172043AD, 68172043AE, 68172043AF, 68172043AG, 68172043AH, 68172043AI",68172043AJ,2014,WD,WD - DODGE SUV,2,3.6L
6803,2014 WD 3.6L EURO 6 FFV STD COOL OFF RD TIRES WD - DODGE SUV,PCM,"05150790AC, 68172044AB",68172044AC,2014,WD,WD - DODGE SUV,2,3.6L
6804,2014 WD 3.6L EURO 6 FFV HD COOL WD - DODGE SUV,PCM,"05150790AC, 68172045AA, 68172045AB, 68172045AC, 68172045AD, 68172045AE, 68172045AF, 68172045AG, 68172045AH, 68172045AI",68172045AJ,2014,WD,WD - DODGE SUV,2,3.6L
6805,2014 WD 3.6L EURO 6 FFV HD COOL OFF RD TIRES WD - DODGE SUV,PCM,"05150790AC, 68172046AB",68172046AC,2014,WD,WD - DODGE SUV,2,3.6L
6806,2014 WD 3.6L BRAZIL FFV STD COOL WD - DODGE SUV,PCM,"05150790AC, 68172047AA, 68172047AB, 68172047AC, 68172047AD, 68172047AE, 68172047AF, 68172047AG, 68172047AH, 68172047AI",68172047AJ,2014,WD,WD - DODGE SUV,2,3.6L
6807,2014 WD 3.6L BRAZIL FFV HD COOL WD - DODGE SUV,PCM,"05150790AC, 68172048AA, 68172048AB, 68172048AC, 68172048AD, 68172048AE, 68172048AF, 68172048AG, 68172048AH, 68172048AI",68172048AJ,2014,WD,WD - DODGE SUV,2,3.6L
6809,2014 WK 3.6L AUTO JAP STD COOL WK - GRAND CHEROKEE,PCM,"05150790AC, 68172053AA, 68172053AB, 68172053AC, 68172053AD, 68172053AE, 68172053AF, 68172053AG, 68172053AH",68172053AI,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6810,2014 WK 3.6L AUTO JAP HD COOL WK - GRAND CHEROKEE,PCM,"05150790AC, 68172054AA, 68172054AB, 68172054AC, 68172054AD, 68172054AE, 68172054AF, 68172054AG, 68172054AH",68172054AI,2014,WK,WK - GRAND CHEROKEE,2,3.6L
6811,2014 WK 5.7L AUTO JAP HD COOL 4L REST. WK - GRAND CHEROKEE,PCM,"05150816AB, 68172055AA, 68172055AB, 68172055AC, 68172055AD, 68172055AE, 68172055AF, 68172055AG",68172055AH,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6812,2014 WK 5.7L AUTO JAP STD COOL 4L REST. WK - GRAND CHEROKEE,PCM,"05150816AB, 68172056AA, 68172056AB, 68172056AC, 68172056AD, 68172056AE, 68172056AF, 68172056AG",68172056AH,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6813,2014 WD 5.7L 50S WD - DODGE SUV,PCM,"05150816AB, 68172057AA, 68172057AB, 68172057AC, 68172057AD, 68172057AE, 68172057AF, 68172057AG, 68172057AH, 68172057AI, 68172057AJ",68172057AK,2014,WD,WD - DODGE SUV,2,5.7L
6814,2014 WD 5.7L 50S RT WD - DODGE SUV,PCM,"05150816AB, 68172058AA, 68172058AB, 68172058AC, 68172058AD, 68172058AE, 68172058AF, 68172058AG, 68172058AH, 68172058AI, 68172058AJ",68172058AK,2014,WD,WD - DODGE SUV,2,5.7L
6815,2014 WK 5.7L AUTO RUS HD COOL 118 MPH 4LR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172061AA, 68172061AB, 68172061AC, 68172061AD, 68172061AE, 68172061AF, 68172061AG, 68172061AH, 68172061AI",68172061AJ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6816,2014 WK 5.7L AUTO RUSSIA STD COOL 118 MPH 4LR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172062AA, 68172062AB, 68172062AC, 68172062AD, 68172062AE, 68172062AF, 68172062AG, 68172062AH, 68172062AI",68172062AJ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6818,2014 WD 5.7L MEX WD - DODGE SUV,PCM,"05150816AB, 68172063AA, 68172063AB, 68172063AC, 68172063AD, 68172063AE, 68172063AF, 68172063AG, 68172063AH, 68172063AI, 68172063AJ",68172063AK,2014,WD,WD - DODGE SUV,2,5.7L
6819,2014 WD 5.7L EURO 6 WD - DODGE SUV,PCM,"05150816AB, 68172064AA, 68172064AB, 68172064AC, 68172064AD, 68172064AE, 68172064AF, 68172064AG, 68172064AH, 68172064AI, 68172064AJ",68172064AK,2014,WD,WD - DODGE SUV,2,5.7L
6820,2014 WD 5.7L EURO 6 OFF RD TIRES WD - DODGE SUV,PCM,"05150816AB, 68172065AB",68172065AC,2014,WD,WD - DODGE SUV,2,5.7L
6821,2014 WK 5.7L AUTO EURO HD COOL 118 MPH 4LR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172067AA, 68172067AB, 68172067AC, 68172067AD, 68172067AE, 68172067AF, 68172067AG, 68172067AH, 68172067AI, 68172067AJ, 68172067AK, 68172067AL, 68172067AM, 68172067AN, 68172067AO, 68172067AP",68172067AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6822,2014 WK 5.7L AUTO EURO STD COOL 118 MPH 4LR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172068AA, 68172068AB, 68172068AC, 68172068AD, 68172068AE, 68172068AF, 68172068AG, 68172068AH, 68172068AI, 68172068AJ, 68172068AK, 68172068AL, 68172068AM, 68172068AN, 68172068AO, 68172068AP",68172068AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6823,2014 WK 5.7L AUTO EURO HD COOL 118 MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172069AA, 68172069AB, 68172069AC, 68172069AD, 68172069AE, 68172069AF, 68172069AG, 68172069AH, 68172069AI, 68172069AJ, 68172069AK, 68172069AL, 68172069AM, 68172069AN, 68172069AO, 68172069AP",68172069AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6825,2014 WK 5.7L AUTO EURO STD COOL 118 MPH 4LNR WK - GRAND CHEROKEE,PCM,"05150816AB, 68172070AA, 68172070AB, 68172070AC, 68172070AD, 68172070AE, 68172070AF, 68172070AG, 68172070AH, 68172070AI, 68172070AJ, 68172070AK, 68172070AL, 68172070AM, 68172070AN, 68172070AO, 68172070AP",68172070AQ,2014,WK,WK - GRAND CHEROKEE,2,5.7L
6826,2013 MK 2.0L CVT FWD 50S MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172301AB, 68172301AC, 68172301AD",68172301AE,2013,MK,MK - COMPASS/PATRIOT,2,2.0L
6827,2013 MK 2.0L MAN FWD 50S MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172302AA, 68172302AB, 68172302AC",68172302AD,2013,MK,MK - COMPASS/PATRIOT,2,2.0L
6828,2013 MK 2.4L CVT 4WD 50S KOREA MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172303AA, 68172303AB, 68172303AC, 68172303AD",68172303AE,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6829,2013 MK 2.4L CVT FWD 50S KOREA MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172304AB, 68172304AC, 68172304AD, 68172304AE",68172304AF,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6830,2013 MK 2.4L MAN 4WD 50S MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172305AA, 68172305AB, 68172305AC",68172305AD,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6831,2013 MK 2.4L MAN FWD 50S MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172306AA, 68172306AB, 68172306AC",68172306AD,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6832,2013 MK 2.4L CVT2L 4WD 50S MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172307AA, 68172307AB, 68172307AC, 68172307AD",68172307AE,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6833,2013 MK 2.0L MAN FWD EURO MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172308AA, 68172308AB, 68172308AC",68172308AD,2013,MK,MK - COMPASS/PATRIOT,2,2.0L
6834,2013 MK 2.0L CVT FWD EURO MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172309AA, 68172309AB, 68172309AC",68172309AD,2013,MK,MK - COMPASS/PATRIOT,2,2.0L
6835,2013 MK 2.0L CVT FWD EURO BRAZIL E22 MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172310AA, 68172310AB, 68172310AC",68172310AD,2013,MK,MK - COMPASS/PATRIOT,2,2.0L
6836,2013 MK 2.0L CVT FWD CHINA MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172311AA, 68172311AB, 68172311AC, 68172311AD",68172311AE,2013,MK,MK - COMPASS/PATRIOT,2,2.0L
6837,2013 MK 2.4L MAN 4WD EURO MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172312AA, 68172312AB, 68172312AC",68172312AD,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6838,2013 MK 2.4L CVT 4WD EURO MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172313AA, 68172313AB, 68172313AC",68172313AD,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6839,2013 MK 2.4L CVT 4WD EURO CHINA MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172314AA, 68172314AB, 68172314AC",68172314AD,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6841,2013 MK 2.4L CVT 4WD MEX MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172316AA, 68172316AB, 68172316AC",68172316AD,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6842,2013 MK 2.4L CVT FWD MEX MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172317AA, 68172317AB, 68172317AC",68172317AD,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6843,2013 MK 2.4L MAN 4WD MEX MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172318AA, 68172318AB, 68172318AC",68172318AD,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6844,2013 MK 2.4L MAN FWD MEX MK - COMPASS/PATRIOT,PCM,"05150762AB, 68172319AA, 68172319AB, 68172319AC",68172319AD,2013,MK,MK - COMPASS/PATRIOT,2,2.4L
6845,2012 WK 5.7L A6 FED HD COOLING WK - GRAND CHEROKEE,PCM,"05150639AA, 05150639AB, 68175130AA, 68175130AB, 68175130AC, 68175130AD, 68262778AA, 68262778AB",68175130AE,2012,WK,WK - GRAND CHEROKEE,2,5.7L
6846,2012 WK 5.7L A6 FED HD COOLING,PCM,,68175130AE,2012,WK,,2,5.7L
6847,2012 WK 5.7L A6 FED WK - GRAND CHEROKEE,PCM,"05150639AA, 05150639AB, 68175131AA, 68175131AB, 68175131AC, 68175131AD, 68262779AA, 68262779AB",68175131AE,2012,WK,WK - GRAND CHEROKEE,2,5.7L
6848,2012 WK 5.7L A6 FED,PCM,,68175131AE,2012,WK,,2,5.7L
6849,2012 WK 5.7L A6 MEX HD COOLING WK - GRAND CHEROKEE,PCM,"05150639AA, 05150639AB, 68175132AA, 68175132AB, 68175132AC, 68175132AD, 68262780AA, 68262780AB",68175132AE,2012,WK,WK - GRAND CHEROKEE,2,5.7L
6850,2012 WK 5.7L A6 MEX HD COOLING,PCM,,68175132AE,2012,WK,,2,5.7L
6851,2012 WK 5.7L A6 MEX WK - GRAND CHEROKEE,PCM,"05150639AA, 05150639AB, 68175133AA, 68175133AB, 68175133AC, 68175133AD, 68262781AA, 68262781AB",68175133AE,2012,WK,WK - GRAND CHEROKEE,2,5.7L
6852,2012 WK 5.7L A6 MEX,PCM,,68175133AE,2012,WK,,2,5.7L
6853,2012 WD 5.7L A6 FED WD - DODGE SUV,PCM,"05150639AA, 05150639AB, 68175134AA, 68175134AB, 68175134AC, 68175134AD, 68262758AA, 68262758AB",68175134AE,2012,WD,WD - DODGE SUV,2,5.7L
6854,2012 WD 5.7L A6 FED,PCM,,68175134AE,2012,WD,,2,5.7L
6855,2012 WD 5.7L RT A6 FED WD - DODGE SUV,PCM,"05150639AA, 05150639AB, 68175135AA, 68175135AB, 68175135AC, 68175135AD, 68262759AA, 68262759AB",68175135AE,2012,WD,WD - DODGE SUV,2,5.7L
6856,2012 WD 5.7L RT A6 FED,PCM,,68175135AE,2012,WD,,2,5.7L
6857,2012 WD 5.7L A6 MEX WD - DODGE SUV,PCM,"05150639AA, 05150639AB, 68175136AA, 68175136AB, 68175136AC, 68175136AD, 68262760AA, 68262760AB",68175136AE,2012,WD,WD - DODGE SUV,2,5.7L
6859,2012 WD 5.7L A6 MEX,PCM,,68175136AE,2012,WD,,2,5.7L
6860,2014 DS DX VAR COMP CAPABLE HVAC DS - RAM 1500 PICKUP,HVAC,"68183973AA, 68183973AB",68183973AC,2014,DS,DS - RAM 1500 PICKUP,2,
6861,2014 PF 1.4L M-AIR TURBO AUTO 50S WO AGS,PCM,"05150846AC, 68184401AA, 68184401AE, 68184401AG, 68184401AH, 68184401AI, 68184401AJ",68184401AK,2014,PF,,2,1.4L
6862,2014 PF 1.4L MAN 50S AERO 2,PCM,"05150846AC, 68184402AA, 68184402AB, 68184402AC, 68184402AD, 68184402AE, 68184402AG, 68184402AH, 68184402AI, 68184402AJ",68184402AK,2014,PF,,2,1.4L
6863,2014 PF 1.4L DDCT ATC ROW,PCM,"05150846AC, 68184403AA, 68184403AB, 68184403AC, 68184403AD, 68184403AE, 68184403AG, 68184403AH, 68184403AI, 68184403AJ",68184403AK,2014,PF,,2,1.4L
6864,2014 PF 1.4L DDCT ATC 50S AERO 2,PCM,"05150846AC, 68184405AA, 68184405AB, 68184405AC, 68184405AD, 68184405AE, 68184405AF, 68184405AG, 68184405AH, 68184405AI, 68184405AJ",68184405AK,2014,PF,,2,1.4L
6865,2014 PF 2.0L MAN ROW,PCM,"05150780AC, 68184406AA, 68184406AB, 68184406AC, 68184406AD, 68184406AE",68184406AF,2014,PF,,2,2.0L
6866,2014 PF 2.0L MAN 50S W-AGS,PCM,"05150780AC, 68184407AA, 68184407AB, 68184407AC, 68184407AD, 68184407AE",68184407AF,2014,PF,,2,2.0L
6867,2014 PF 2.0L MAN 50S WO-AGS,PCM,"05150780AC, 68184409AA, 68184409AB, 68184409AC, 68184409AD, 68184409AE",68184409AF,2014,PF,,2,2.0L
6869,2014 PF 2.0L AUTO ROW,PCM,"05150780AC, 68184411AA, 68184411AB, 68184411AC, 68184411AD, 68184411AE",68184411AF,2014,PF,,2,2.0L
6870,2014 PF 2.0L AUTO 50S W-AGS,PCM,"05150780AC, 68184412AA, 68184412AB, 68184412AC, 68184412AD, 68184412AE",68184412AF,2014,PF,,2,2.0L
6871,2014 PF 2.0L AUTO 50S WO-AGS,PCM,"05150780AC, 68184414AA, 68184414AB, 68184414AC, 68184414AD, 68184414AE",68184414AF,2014,PF,,2,2.0L
6872,2014 PF 2.4L MAN ROW 15.8G,PCM,"05150946AA, 05150946AB, 68184418AA, 68184418AB, 68184418AC, 68184418AD, 68184418AE, 68184418AF, 68184418AH, 68184418AI, 68184418AJ, 68184418AL, 68184418AM, 68184418AN",68184418AO,2014,PF,,2,2.4L
6873,2014 PF 2.4L MAN US-CAN 14.2G WO-AGS,PCM,"05150946AA, 05150946AB, 68184419AA, 68184419AB, 68184419AC, 68184419AD, 68184419AE, 68184419AF, 68184419AH, 68184419AI, 68184419AJ, 68184419AK, 68184419AL, 68184419AM, 68184419AN, 68184419AO, 68184419AP",68184419AQ,2014,PF,,2,2.4L
